cp	hex	char	name	category	eaw	cells	block	ghostty	used_face	packed_scale	packed_class	packed_density	packed_overflow_cells	packed_ink_width_cells	packed_raster	roomy_scale	roomy_class	roomy_density	roomy_overflow_cells	roomy_ink_width_cells	roomy_raster
631	U+0277	ɷ	LATIN SMALL LETTER CLOSED OMEGA	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1972	0.0000	0.8378	.rasters/4x/packed/02/0277.png	1.0000	narrow	0.1972	0.0000	0.8378	.rasters/4x/roomy/02/0277.png
632	U+0278	ɸ	LATIN SMALL LETTER PHI	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.3388	0.0000	0.8919	.rasters/4x/packed/02/0278.png	1.0000	narrow	0.3388	0.0000	0.8919	.rasters/4x/roomy/02/0278.png
633	U+0279	ɹ	LATIN SMALL LETTER TURNED R	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1102	0.0000	0.7568	.rasters/4x/packed/02/0279.png	1.0000	narrow	0.1102	0.0000	0.7568	.rasters/4x/roomy/02/0279.png
634	U+027A	ɺ	LATIN SMALL LETTER TURNED R WITH LONG LEG	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1385	0.0000	0.7568	.rasters/4x/packed/02/027a.png	1.0000	narrow	0.1385	0.0000	0.7568	.rasters/4x/roomy/02/027a.png
635	U+027B	ɻ	LATIN SMALL LETTER TURNED R WITH HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1444	0.0000	0.9459	.rasters/4x/packed/02/027b.png	1.0000	narrow	0.1444	0.0000	0.9459	.rasters/4x/roomy/02/027b.png
636	U+027C	ɼ	LATIN SMALL LETTER R WITH LONG LEG	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1358	0.0000	0.7297	.rasters/4x/packed/02/027c.png	1.0000	narrow	0.1358	0.0000	0.7297	.rasters/4x/roomy/02/027c.png
637	U+027D	ɽ	LATIN SMALL LETTER R WITH TAIL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1524	0.0000	0.7297	.rasters/4x/packed/02/027d.png	1.0000	narrow	0.1524	0.0000	0.7297	.rasters/4x/roomy/02/027d.png
638	U+027E	ɾ	LATIN SMALL LETTER R WITH FISHHOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1249	0.0000	0.8378	.rasters/4x/packed/02/027e.png	1.0000	narrow	0.1249	0.0000	0.8378	.rasters/4x/roomy/02/027e.png
639	U+027F	ɿ	LATIN SMALL LETTER REVERSED R WITH FISHHOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1245	0.0000	0.8378	.rasters/4x/packed/02/027f.png	1.0000	narrow	0.1245	0.0000	0.8378	.rasters/4x/roomy/02/027f.png
640	U+0280	ʀ	LATIN LETTER SMALL CAPITAL R	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1845	0.0000	0.9459	.rasters/4x/packed/02/0280.png	1.0000	narrow	0.1845	0.0000	0.9459	.rasters/4x/roomy/02/0280.png
641	U+0281	ʁ	LATIN LETTER SMALL CAPITAL INVERTED R	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1846	0.0000	0.9189	.rasters/4x/packed/02/0281.png	1.0000	narrow	0.1846	0.0000	0.9189	.rasters/4x/roomy/02/0281.png
642	U+0282	ʂ	LATIN SMALL LETTER S WITH HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2037	0.0000	0.7838	.rasters/4x/packed/02/0282.png	1.0000	narrow	0.2037	0.0000	0.7838	.rasters/4x/roomy/02/0282.png
643	U+0283	ʃ	LATIN SMALL LETTER ESH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1575	0.0000	0.9459	.rasters/4x/packed/02/0283.png	1.0000	narrow	0.1575	0.0000	0.9459	.rasters/4x/roomy/02/0283.png
644	U+0284	ʄ	LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2147	0.0000	0.9459	.rasters/4x/packed/02/0284.png	1.0000	narrow	0.2147	0.0000	0.9459	.rasters/4x/roomy/02/0284.png
645	U+0285	ʅ	LATIN SMALL LETTER SQUAT REVERSED ESH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1301	0.0000	0.9459	.rasters/4x/packed/02/0285.png	1.0000	narrow	0.1301	0.0000	0.9459	.rasters/4x/roomy/02/0285.png
646	U+0286	ʆ	LATIN SMALL LETTER ESH WITH CURL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1929	0.0000	0.9459	.rasters/4x/packed/02/0286.png	1.0000	narrow	0.1929	0.0000	0.9459	.rasters/4x/roomy/02/0286.png
647	U+0287	ʇ	LATIN SMALL LETTER TURNED T	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1444	0.0000	0.8378	.rasters/4x/packed/02/0287.png	1.0000	narrow	0.1444	0.0000	0.8378	.rasters/4x/roomy/02/0287.png
648	U+0288	ʈ	LATIN SMALL LETTER T WITH RETROFLEX HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1710	0.0000	0.8378	.rasters/4x/packed/02/0288.png	1.0000	narrow	0.1710	0.0000	0.8378	.rasters/4x/roomy/02/0288.png
649	U+0289	ʉ	LATIN SMALL LETTER U BAR	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	overlarge	0.2094	0.1081	1.1622	.rasters/4x/packed/02/0289.png	1.0000	overlarge	0.2094	0.1081	1.1622	.rasters/4x/roomy/02/0289.png
650	U+028A	ʊ	LATIN SMALL LETTER UPSILON	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2026	0.0000	0.9730	.rasters/4x/packed/02/028a.png	1.0000	narrow	0.2026	0.0000	0.9730	.rasters/4x/roomy/02/028a.png
651	U+028B	ʋ	LATIN SMALL LETTER V WITH HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1631	0.0000	0.9730	.rasters/4x/packed/02/028b.png	1.0000	narrow	0.1631	0.0000	0.9730	.rasters/4x/roomy/02/028b.png
652	U+028C	ʌ	LATIN SMALL LETTER TURNED V	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1481	0.0000	0.9730	.rasters/4x/packed/02/028c.png	1.0000	narrow	0.1481	0.0000	0.9730	.rasters/4x/roomy/02/028c.png
653	U+028D	ʍ	LATIN SMALL LETTER TURNED W	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	overlarge	0.2015	0.0811	1.1081	.rasters/4x/packed/02/028d.png	1.0000	overlarge	0.2015	0.0811	1.1081	.rasters/4x/roomy/02/028d.png
654	U+028E	ʎ	LATIN SMALL LETTER TURNED Y	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1799	0.0000	0.9730	.rasters/4x/packed/02/028e.png	1.0000	narrow	0.1799	0.0000	0.9730	.rasters/4x/roomy/02/028e.png
655	U+028F	ʏ	LATIN LETTER SMALL CAPITAL Y	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1250	0.0000	0.9459	.rasters/4x/packed/02/028f.png	1.0000	narrow	0.1250	0.0000	0.9459	.rasters/4x/roomy/02/028f.png
656	U+0290	ʐ	LATIN SMALL LETTER Z WITH RETROFLEX HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1579	0.0000	0.7838	.rasters/4x/packed/02/0290.png	1.0000	narrow	0.1579	0.0000	0.7838	.rasters/4x/roomy/02/0290.png
657	U+0291	ʑ	LATIN SMALL LETTER Z WITH CURL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1921	0.0000	0.8378	.rasters/4x/packed/02/0291.png	1.0000	narrow	0.1921	0.0000	0.8378	.rasters/4x/roomy/02/0291.png
658	U+0292	ʒ	LATIN SMALL LETTER EZH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2056	0.0000	0.9459	.rasters/4x/packed/02/0292.png	1.0000	narrow	0.2056	0.0000	0.9459	.rasters/4x/roomy/02/0292.png
659	U+0293	ʓ	LATIN SMALL LETTER EZH WITH CURL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2455	0.0000	0.9459	.rasters/4x/packed/02/0293.png	1.0000	narrow	0.2455	0.0000	0.9459	.rasters/4x/roomy/02/0293.png
660	U+0294	ʔ	LATIN LETTER GLOTTAL STOP	Lo	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1463	0.0000	0.7838	.rasters/4x/packed/02/0294.png	1.0000	narrow	0.1463	0.0000	0.7838	.rasters/4x/roomy/02/0294.png
661	U+0295	ʕ	LATIN LETTER PHARYNGEAL VOICED FRICATIVE	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1459	0.0000	0.7838	.rasters/4x/packed/02/0295.png	1.0000	narrow	0.1459	0.0000	0.7838	.rasters/4x/roomy/02/0295.png
662	U+0296	ʖ	LATIN LETTER INVERTED GLOTTAL STOP	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1463	0.0000	0.7838	.rasters/4x/packed/02/0296.png	1.0000	narrow	0.1463	0.0000	0.7838	.rasters/4x/roomy/02/0296.png
663	U+0297	ʗ	LATIN LETTER STRETCHED C	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1880	0.0000	0.7838	.rasters/4x/packed/02/0297.png	1.0000	narrow	0.1880	0.0000	0.7838	.rasters/4x/roomy/02/0297.png
664	U+0298	ʘ	LATIN LETTER BILABIAL CLICK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1862	0.0000	0.9730	.rasters/4x/packed/02/0298.png	1.0000	narrow	0.1862	0.0000	0.9730	.rasters/4x/roomy/02/0298.png
665	U+0299	ʙ	LATIN LETTER SMALL CAPITAL B	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2083	0.0000	0.7838	.rasters/4x/packed/02/0299.png	1.0000	narrow	0.2083	0.0000	0.7838	.rasters/4x/roomy/02/0299.png
666	U+029A	ʚ	LATIN SMALL LETTER CLOSED OPEN E	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1747	0.0000	0.8378	.rasters/4x/packed/02/029a.png	1.0000	narrow	0.1747	0.0000	0.8378	.rasters/4x/roomy/02/029a.png
667	U+029B	ʛ	LATIN LETTER SMALL CAPITAL G WITH HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1954	0.0000	0.9730	.rasters/4x/packed/02/029b.png	1.0000	narrow	0.1954	0.0000	0.9730	.rasters/4x/roomy/02/029b.png
668	U+029C	ʜ	LATIN LETTER SMALL CAPITAL H	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1896	0.0000	0.8919	.rasters/4x/packed/02/029c.png	1.0000	narrow	0.1896	0.0000	0.8919	.rasters/4x/roomy/02/029c.png
669	U+029D	ʝ	LATIN SMALL LETTER J WITH CROSSED-TAIL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1831	0.0000	0.7838	.rasters/4x/packed/02/029d.png	1.0000	narrow	0.1831	0.0000	0.7838	.rasters/4x/roomy/02/029d.png
670	U+029E	ʞ	LATIN SMALL LETTER TURNED K	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1953	0.0000	0.9459	.rasters/4x/packed/02/029e.png	1.0000	narrow	0.1953	0.0000	0.9459	.rasters/4x/roomy/02/029e.png
671	U+029F	ʟ	LATIN LETTER SMALL CAPITAL L	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1111	0.0000	0.7297	.rasters/4x/packed/02/029f.png	1.0000	narrow	0.1111	0.0000	0.7297	.rasters/4x/roomy/02/029f.png
672	U+02A0	ʠ	LATIN SMALL LETTER Q WITH HOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2470	0.0000	1.0270	.rasters/4x/packed/02/02a0.png	1.0000	narrow	0.2470	0.0000	1.0270	.rasters/4x/roomy/02/02a0.png
673	U+02A1	ʡ	LATIN LETTER GLOTTAL STOP WITH STROKE	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1721	0.0000	0.7838	.rasters/4x/packed/02/02a1.png	1.0000	narrow	0.1721	0.0000	0.7838	.rasters/4x/roomy/02/02a1.png
674	U+02A2	ʢ	LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1719	0.0000	0.7838	.rasters/4x/packed/02/02a2.png	1.0000	narrow	0.1719	0.0000	0.7838	.rasters/4x/roomy/02/02a2.png
675	U+02A3	ʣ	LATIN SMALL LETTER DZ DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	overlarge	0.2351	0.0541	1.0811	.rasters/4x/packed/02/02a3.png	1.0000	overlarge	0.2351	0.0541	1.0811	.rasters/4x/roomy/02/02a3.png
676	U+02A4	ʤ	LATIN SMALL LETTER DEZH DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	overlarge	0.2548	0.0811	1.1081	.rasters/4x/packed/02/02a4.png	1.0000	overlarge	0.2548	0.0811	1.1081	.rasters/4x/roomy/02/02a4.png
677	U+02A5	ʥ	LATIN SMALL LETTER DZ DIGRAPH WITH CURL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	overlarge	0.2529	0.0541	1.0270	.rasters/4x/packed/02/02a5.png	1.0000	overlarge	0.2529	0.0541	1.0270	.rasters/4x/roomy/02/02a5.png
678	U+02A6	ʦ	LATIN SMALL LETTER TS DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1801	0.0000	0.8919	.rasters/4x/packed/02/02a6.png	1.0000	narrow	0.1801	0.0000	0.8919	.rasters/4x/roomy/02/02a6.png
679	U+02A7	ʧ	LATIN SMALL LETTER TESH DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2122	0.0000	0.8649	.rasters/4x/packed/02/02a7.png	1.0000	narrow	0.2122	0.0000	0.8649	.rasters/4x/roomy/02/02a7.png
680	U+02A8	ʨ	LATIN SMALL LETTER TC DIGRAPH WITH CURL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1898	0.0000	0.8108	.rasters/4x/packed/02/02a8.png	1.0000	narrow	0.1898	0.0000	0.8108	.rasters/4x/roomy/02/02a8.png
681	U+02A9	ʩ	LATIN SMALL LETTER FENG DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.2191	0.0000	0.8919	.rasters/4x/packed/02/02a9.png	1.0000	narrow	0.2191	0.0000	0.8919	.rasters/4x/roomy/02/02a9.png
682	U+02AA	ʪ	LATIN SMALL LETTER LS DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1944	0.0000	0.7297	.rasters/4x/packed/02/02aa.png	1.0000	narrow	0.1944	0.0000	0.7297	.rasters/4x/roomy/02/02aa.png
683	U+02AB	ʫ	LATIN SMALL LETTER LZ DIGRAPH	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1926	0.0000	0.7297	.rasters/4x/packed/02/02ab.png	1.0000	narrow	0.1926	0.0000	0.7297	.rasters/4x/roomy/02/02ab.png
684	U+02AC	ʬ	LATIN LETTER BILABIAL PERCUSSIVE	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1942	0.0000	0.8919	.rasters/4x/packed/02/02ac.png	1.0000	narrow	0.1942	0.0000	0.8919	.rasters/4x/roomy/02/02ac.png
685	U+02AD	ʭ	LATIN LETTER BIDENTAL PERCUSSIVE	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1606	0.0000	0.8919	.rasters/4x/packed/02/02ad.png	1.0000	narrow	0.1606	0.0000	0.8919	.rasters/4x/roomy/02/02ad.png
686	U+02AE	ʮ	LATIN SMALL LETTER TURNED H WITH FISHHOOK	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1792	0.0000	0.8378	.rasters/4x/packed/02/02ae.png	1.0000	narrow	0.1792	0.0000	0.8378	.rasters/4x/roomy/02/02ae.png
687	U+02AF	ʯ	LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL	Ll	N	1	IPA Extensions	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.1510	0.0000	0.7838	.rasters/4x/packed/02/02af.png	1.0000	narrow	0.1510	0.0000	0.7838	.rasters/4x/roomy/02/02af.png
688	U+02B0	ʰ	MODIFIER LETTER SMALL H	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0745	0.0000	0.5676	.rasters/4x/packed/02/02b0.png	1.0000	narrow	0.0745	0.0000	0.5676	.rasters/4x/roomy/02/02b0.png
689	U+02B1	ʱ	MODIFIER LETTER SMALL H WITH HOOK	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0810	0.0000	0.5676	.rasters/4x/packed/02/02b1.png	1.0000	narrow	0.0810	0.0000	0.5676	.rasters/4x/roomy/02/02b1.png
690	U+02B2	ʲ	MODIFIER LETTER SMALL J	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0456	0.0000	0.2973	.rasters/4x/packed/02/02b2.png	1.0000	narrow	0.0456	0.0000	0.2973	.rasters/4x/roomy/02/02b2.png
691	U+02B3	ʳ	MODIFIER LETTER SMALL R	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0382	0.0000	0.4054	.rasters/4x/packed/02/02b3.png	1.0000	narrow	0.0382	0.0000	0.4054	.rasters/4x/roomy/02/02b3.png
692	U+02B4	ʴ	MODIFIER LETTER SMALL TURNED R	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0382	0.0000	0.4054	.rasters/4x/packed/02/02b4.png	1.0000	narrow	0.0382	0.0000	0.4054	.rasters/4x/roomy/02/02b4.png
693	U+02B5	ʵ	MODIFIER LETTER SMALL TURNED R WITH HOOK	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0511	0.0000	0.5405	.rasters/4x/packed/02/02b5.png	1.0000	narrow	0.0511	0.0000	0.5405	.rasters/4x/roomy/02/02b5.png
694	U+02B6	ʶ	MODIFIER LETTER SMALL CAPITAL INVERTED R	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0699	0.0000	0.5946	.rasters/4x/packed/02/02b6.png	1.0000	narrow	0.0699	0.0000	0.5946	.rasters/4x/roomy/02/02b6.png
695	U+02B7	ʷ	MODIFIER LETTER SMALL W	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0971	0.0000	0.8919	.rasters/4x/packed/02/02b7.png	1.0000	narrow	0.0971	0.0000	0.8919	.rasters/4x/roomy/02/02b7.png
696	U+02B8	ʸ	MODIFIER LETTER SMALL Y	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0688	0.0000	0.6216	.rasters/4x/packed/02/02b8.png	1.0000	narrow	0.0688	0.0000	0.6216	.rasters/4x/roomy/02/02b8.png
697	U+02B9	ʹ	MODIFIER LETTER PRIME	Lm	N	1	Spacing Modifier Letters	JetBrains Mono	JetBrainsMono NF Regular	1.0000	narrow	0.0206	0.0000	0.2162	.rasters/4x/packed/02/02b9.png	1.0000	narrow	0.0206	0.0000	0.2162	.rasters/4x/roomy/02/02b9.png
698	U+02BA	ʺ	MODIFIER LETTER DOUBLE PRIME	Lm	N	1	Spacing Modifier Letters	JetBrains Mono	JetBrainsMono NF Regular	1.0000	narrow	0.0411	0.0000	0.4324	.rasters/4x/packed/02/02ba.png	1.0000	narrow	0.0411	0.0000	0.4324	.rasters/4x/roomy/02/02ba.png
699	U+02BB	ʻ	MODIFIER LETTER TURNED COMMA	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0456	0.0000	0.3514	.rasters/4x/packed/02/02bb.png	1.0000	narrow	0.0456	0.0000	0.3514	.rasters/4x/roomy/02/02bb.png
700	U+02BC	ʼ	MODIFIER LETTER APOSTROPHE	Lm	N	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0485	0.0000	0.3514	.rasters/4x/packed/02/02bc.png	1.0000	narrow	0.0485	0.0000	0.3514	.rasters/4x/roomy/02/02bc.png
701	U+02BD	ʽ	MODIFIER LETTER REVERSED COMMA	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0357	0.0000	0.2432	.rasters/4x/packed/02/02bd.png	1.0000	narrow	0.0357	0.0000	0.2432	.rasters/4x/roomy/02/02bd.png
702	U+02BE	ʾ	MODIFIER LETTER RIGHT HALF RING	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0304	0.0000	0.2973	.rasters/4x/packed/02/02be.png	1.0000	narrow	0.0304	0.0000	0.2973	.rasters/4x/roomy/02/02be.png
703	U+02BF	ʿ	MODIFIER LETTER LEFT HALF RING	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0305	0.0000	0.2973	.rasters/4x/packed/02/02bf.png	1.0000	narrow	0.0305	0.0000	0.2973	.rasters/4x/roomy/02/02bf.png
704	U+02C0	ˀ	MODIFIER LETTER GLOTTAL STOP	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0552	0.0000	0.5135	.rasters/4x/packed/02/02c0.png	1.0000	narrow	0.0552	0.0000	0.5135	.rasters/4x/roomy/02/02c0.png
705	U+02C1	ˁ	MODIFIER LETTER REVERSED GLOTTAL STOP	Lm	N	1	Spacing Modifier Letters	MesloLGL Nerd Font Mono	MesloLGL Nerd Font Mono Regular	1.0000	narrow	0.0550	0.0000	0.5135	.rasters/4x/packed/02/02c1.png	1.0000	narrow	0.0550	0.0000	0.5135	.rasters/4x/roomy/02/02c1.png
706	U+02C2	˂	MODIFIER LETTER LEFT ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Gentium Book Plus	Gentium Book Plus	1.0000	narrow	0.0467	0.0000	0.5946	.rasters/4x/packed/02/02c2.png	1.0000	narrow	0.0467	0.0000	0.5946	.rasters/4x/roomy/02/02c2.png
707	U+02C3	˃	MODIFIER LETTER RIGHT ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Gentium Book Plus	Gentium Book Plus	1.0000	narrow	0.0468	0.0000	0.5946	.rasters/4x/packed/02/02c3.png	1.0000	narrow	0.0468	0.0000	0.5946	.rasters/4x/roomy/02/02c3.png
708	U+02C4	˄	MODIFIER LETTER UP ARROWHEAD	Sk	A	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0680	0.0000	0.9459	.rasters/4x/packed/02/02c4.png	1.0000	narrow	0.0680	0.0000	0.9459	.rasters/4x/roomy/02/02c4.png
709	U+02C5	˅	MODIFIER LETTER DOWN ARROWHEAD	Sk	N	1	Spacing Modifier Letters	Courier New	Courier New	1.0000	narrow	0.0680	0.0000	0.9459	.rasters/4x/packed/02/02c5.png	1.0000	narrow	0.0680	0.0000	0.9459	.rasters/4x/roomy/02/02c5.png
710	U+02C6	ˆ	MODIFIER LETTER CIRCUMFLEX ACCENT	Lm	N	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0421	0.0000	0.5946	.rasters/4x/packed/02/02c6.png	1.0000	narrow	0.0421	0.0000	0.5946	.rasters/4x/roomy/02/02c6.png
711	U+02C7	ˇ	CARON	Lm	A	1	Spacing Modifier Letters	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0420	0.0000	0.5946	.rasters/4x/packed/02/02c7.png	1.0000	narrow	0.0420	0.0000	0.5946	.rasters/4x/roomy/02/02c7.png
