cp	hex	char	name	category	eaw	cells	block	ghostty	used_face	packed_scale	packed_class	packed_density	packed_overflow_cells	packed_ink_width_cells	packed_raster	roomy_scale	roomy_class	roomy_density	roomy_overflow_cells	roomy_ink_width_cells	roomy_raster
124	U+007C	|	VERTICAL LINE	Sm	Na	1	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1345	0.0000	0.1892	.rasters/4x/packed/00/007c.png	1.0000	narrow	0.1345	0.0000	0.1892	.rasters/4x/roomy/00/007c.png
125	U+007D	}	RIGHT CURLY BRACKET	Pe	Na	1	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1657	0.0000	0.7027	.rasters/4x/packed/00/007d.png	1.0000	narrow	0.1657	0.0000	0.7027	.rasters/4x/roomy/00/007d.png
126	U+007E	~	TILDE	Sm	Na	1	Basic Latin	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0760	0.0000	1.0000	.rasters/4x/packed/00/007e.png	1.0000	narrow	0.0760	0.0000	1.0000	.rasters/4x/roomy/00/007e.png
161	U+00A1	¡	INVERTED EXCLAMATION MARK	Po	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0961	0.0000	0.2973	.rasters/4x/packed/00/00a1.png	1.0000	narrow	0.0961	0.0000	0.2973	.rasters/4x/roomy/00/00a1.png
162	U+00A2	¢	CENT SIGN	Sc	Na	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2222	0.0000	0.8649	.rasters/4x/packed/00/00a2.png	1.0000	narrow	0.2222	0.0000	0.8649	.rasters/4x/roomy/00/00a2.png
163	U+00A3	£	POUND SIGN	Sc	Na	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2023	0.0000	0.8919	.rasters/4x/packed/00/00a3.png	1.0000	narrow	0.2023	0.0000	0.8919	.rasters/4x/roomy/00/00a3.png
164	U+00A4	¤	CURRENCY SIGN	Sc	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1891	0.0000	0.9189	.rasters/4x/packed/00/00a4.png	1.0000	narrow	0.1891	0.0000	0.9189	.rasters/4x/roomy/00/00a4.png
165	U+00A5	¥	YEN SIGN	Sc	Na	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2228	0.0000	1.0270	.rasters/4x/packed/00/00a5.png	1.0000	narrow	0.2228	0.0000	1.0270	.rasters/4x/roomy/00/00a5.png
166	U+00A6	¦	BROKEN BAR	So	Na	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1162	0.0000	0.1892	.rasters/4x/packed/00/00a6.png	1.0000	narrow	0.1162	0.0000	0.1892	.rasters/4x/roomy/00/00a6.png
167	U+00A7	§	SECTION SIGN	Po	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2815	0.0000	0.8378	.rasters/4x/packed/00/00a7.png	1.0000	narrow	0.2815	0.0000	0.8378	.rasters/4x/roomy/00/00a7.png
168	U+00A8	¨	DIAERESIS	Sk	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0488	0.0000	0.6757	.rasters/4x/packed/00/00a8.png	1.0000	narrow	0.0488	0.0000	0.6757	.rasters/4x/roomy/00/00a8.png
169	U+00A9	©	COPYRIGHT SIGN	So	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2735	0.0000	1.0541	.rasters/4x/packed/00/00a9.png	1.0000	narrow	0.2735	0.0000	1.0541	.rasters/4x/roomy/00/00a9.png
170	U+00AA	ª	FEMININE ORDINAL INDICATOR	Lo	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1943	0.0000	0.7297	.rasters/4x/packed/00/00aa.png	1.0000	narrow	0.1943	0.0000	0.7297	.rasters/4x/roomy/00/00aa.png
171	U+00AB	«	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK	Pi	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1504	0.0000	0.9459	.rasters/4x/packed/00/00ab.png	1.0000	narrow	0.1504	0.0000	0.9459	.rasters/4x/roomy/00/00ab.png
172	U+00AC	¬	NOT SIGN	Sm	Na	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0774	0.0000	0.8919	.rasters/4x/packed/00/00ac.png	1.0000	narrow	0.0774	0.0000	0.8919	.rasters/4x/roomy/00/00ac.png
174	U+00AE	®	REGISTERED SIGN	So	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2636	0.0000	1.0541	.rasters/4x/packed/00/00ae.png	1.0000	narrow	0.2636	0.0000	1.0541	.rasters/4x/roomy/00/00ae.png
175	U+00AF	¯	MACRON	Sk	Na	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0365	0.0000	0.5676	.rasters/4x/packed/00/00af.png	1.0000	narrow	0.0365	0.0000	0.5676	.rasters/4x/roomy/00/00af.png
176	U+00B0	°	DEGREE SIGN	So	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1120	0.0000	0.7297	.rasters/4x/packed/00/00b0.png	1.0000	narrow	0.1120	0.0000	0.7297	.rasters/4x/roomy/00/00b0.png
177	U+00B1	±	PLUS-MINUS SIGN	Sm	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1668	0.0000	1.0000	.rasters/4x/packed/00/00b1.png	1.0000	narrow	0.1668	0.0000	1.0000	.rasters/4x/roomy/00/00b1.png
178	U+00B2	²	SUPERSCRIPT TWO	No	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0943	0.0000	0.5135	.rasters/4x/packed/00/00b2.png	1.0000	narrow	0.0943	0.0000	0.5135	.rasters/4x/roomy/00/00b2.png
179	U+00B3	³	SUPERSCRIPT THREE	No	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0944	0.0000	0.5135	.rasters/4x/packed/00/00b3.png	1.0000	narrow	0.0944	0.0000	0.5135	.rasters/4x/roomy/00/00b3.png
180	U+00B4	´	ACUTE ACCENT	Sk	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0382	0.0000	0.5135	.rasters/4x/packed/00/00b4.png	1.0000	narrow	0.0382	0.0000	0.5135	.rasters/4x/roomy/00/00b4.png
181	U+00B5	µ	MICRO SIGN	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2032	0.0000	0.8378	.rasters/4x/packed/00/00b5.png	1.0000	narrow	0.2032	0.0000	0.8378	.rasters/4x/roomy/00/00b5.png
182	U+00B6	¶	PILCROW SIGN	Po	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2917	0.0000	0.8378	.rasters/4x/packed/00/00b6.png	1.0000	narrow	0.2917	0.0000	0.8378	.rasters/4x/roomy/00/00b6.png
183	U+00B7	·	MIDDLE DOT	Po	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0273	0.0000	0.2973	.rasters/4x/packed/00/00b7.png	1.0000	narrow	0.0273	0.0000	0.2973	.rasters/4x/roomy/00/00b7.png
184	U+00B8	¸	CEDILLA	Sk	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0458	0.0000	0.4324	.rasters/4x/packed/00/00b8.png	1.0000	narrow	0.0458	0.0000	0.4324	.rasters/4x/roomy/00/00b8.png
185	U+00B9	¹	SUPERSCRIPT ONE	No	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.0661	0.0000	0.4324	.rasters/4x/packed/00/00b9.png	1.0000	narrow	0.0661	0.0000	0.4324	.rasters/4x/roomy/00/00b9.png
186	U+00BA	º	MASCULINE ORDINAL INDICATOR	Lo	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1814	0.0000	0.7297	.rasters/4x/packed/00/00ba.png	1.0000	narrow	0.1814	0.0000	0.7297	.rasters/4x/roomy/00/00ba.png
187	U+00BB	»	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK	Pf	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1494	0.0000	0.9730	.rasters/4x/packed/00/00bb.png	1.0000	narrow	0.1494	0.0000	0.9730	.rasters/4x/roomy/00/00bb.png
188	U+00BC	¼	VULGAR FRACTION ONE QUARTER	No	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2321	0.0000	0.9459	.rasters/4x/packed/00/00bc.png	1.0000	narrow	0.2321	0.0000	0.9459	.rasters/4x/roomy/00/00bc.png
189	U+00BD	½	VULGAR FRACTION ONE HALF	No	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2444	0.0000	1.0270	.rasters/4x/packed/00/00bd.png	1.0000	narrow	0.2444	0.0000	1.0270	.rasters/4x/roomy/00/00bd.png
190	U+00BE	¾	VULGAR FRACTION THREE QUARTERS	No	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2565	0.0000	0.9730	.rasters/4x/packed/00/00be.png	1.0000	narrow	0.2565	0.0000	0.9730	.rasters/4x/roomy/00/00be.png
191	U+00BF	¿	INVERTED QUESTION MARK	Po	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1588	0.0000	0.8919	.rasters/4x/packed/00/00bf.png	1.0000	narrow	0.1588	0.0000	0.8919	.rasters/4x/roomy/00/00bf.png
192	U+00C0	À	LATIN CAPITAL LETTER A WITH GRAVE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2365	0.0000	0.9189	.rasters/4x/packed/00/00c0.png	1.0000	narrow	0.2365	0.0000	0.9189	.rasters/4x/roomy/00/00c0.png
193	U+00C1	Á	LATIN CAPITAL LETTER A WITH ACUTE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2365	0.0000	0.9189	.rasters/4x/packed/00/00c1.png	1.0000	narrow	0.2365	0.0000	0.9189	.rasters/4x/roomy/00/00c1.png
194	U+00C2	Â	LATIN CAPITAL LETTER A WITH CIRCUMFLEX	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2502	0.0000	0.9189	.rasters/4x/packed/00/00c2.png	1.0000	narrow	0.2502	0.0000	0.9189	.rasters/4x/roomy/00/00c2.png
195	U+00C3	Ã	LATIN CAPITAL LETTER A WITH TILDE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2554	0.0000	0.9189	.rasters/4x/packed/00/00c3.png	1.0000	narrow	0.2554	0.0000	0.9189	.rasters/4x/roomy/00/00c3.png
196	U+00C4	Ä	LATIN CAPITAL LETTER A WITH DIAERESIS	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2569	0.0000	0.9189	.rasters/4x/packed/00/00c4.png	1.0000	narrow	0.2569	0.0000	0.9189	.rasters/4x/roomy/00/00c4.png
197	U+00C5	Å	LATIN CAPITAL LETTER A WITH RING ABOVE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2692	0.0000	0.9189	.rasters/4x/packed/00/00c5.png	1.0000	narrow	0.2692	0.0000	0.9189	.rasters/4x/roomy/00/00c5.png
198	U+00C6	Æ	LATIN CAPITAL LETTER AE	Lu	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2604	0.0000	1.0000	.rasters/4x/packed/00/00c6.png	1.0000	narrow	0.2604	0.0000	1.0000	.rasters/4x/roomy/00/00c6.png
199	U+00C7	Ç	LATIN CAPITAL LETTER C WITH CEDILLA	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2266	0.0000	0.8919	.rasters/4x/packed/00/00c7.png	1.0000	narrow	0.2266	0.0000	0.8919	.rasters/4x/roomy/00/00c7.png
200	U+00C8	È	LATIN CAPITAL LETTER E WITH GRAVE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2319	0.0000	0.8378	.rasters/4x/packed/00/00c8.png	1.0000	narrow	0.2319	0.0000	0.8378	.rasters/4x/roomy/00/00c8.png
201	U+00C9	É	LATIN CAPITAL LETTER E WITH ACUTE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2319	0.0000	0.8378	.rasters/4x/packed/00/00c9.png	1.0000	narrow	0.2319	0.0000	0.8378	.rasters/4x/roomy/00/00c9.png
202	U+00CA	Ê	LATIN CAPITAL LETTER E WITH CIRCUMFLEX	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2457	0.0000	0.8378	.rasters/4x/packed/00/00ca.png	1.0000	narrow	0.2457	0.0000	0.8378	.rasters/4x/roomy/00/00ca.png
203	U+00CB	Ë	LATIN CAPITAL LETTER E WITH DIAERESIS	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2524	0.0000	0.8378	.rasters/4x/packed/00/00cb.png	1.0000	narrow	0.2524	0.0000	0.8378	.rasters/4x/roomy/00/00cb.png
204	U+00CC	Ì	LATIN CAPITAL LETTER I WITH GRAVE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1948	0.0000	0.7297	.rasters/4x/packed/00/00cc.png	1.0000	narrow	0.1948	0.0000	0.7297	.rasters/4x/roomy/00/00cc.png
205	U+00CD	Í	LATIN CAPITAL LETTER I WITH ACUTE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1948	0.0000	0.7297	.rasters/4x/packed/00/00cd.png	1.0000	narrow	0.1948	0.0000	0.7297	.rasters/4x/roomy/00/00cd.png
206	U+00CE	Î	LATIN CAPITAL LETTER I WITH CIRCUMFLEX	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2086	0.0000	0.7297	.rasters/4x/packed/00/00ce.png	1.0000	narrow	0.2086	0.0000	0.7297	.rasters/4x/roomy/00/00ce.png
207	U+00CF	Ï	LATIN CAPITAL LETTER I WITH DIAERESIS	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2153	0.0000	0.7297	.rasters/4x/packed/00/00cf.png	1.0000	narrow	0.2153	0.0000	0.7297	.rasters/4x/roomy/00/00cf.png
208	U+00D0	Ð	LATIN CAPITAL LETTER ETH	Lu	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2570	0.0000	0.9730	.rasters/4x/packed/00/00d0.png	1.0000	narrow	0.2570	0.0000	0.9730	.rasters/4x/roomy/00/00d0.png
209	U+00D1	Ñ	LATIN CAPITAL LETTER N WITH TILDE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.3137	0.0000	0.8378	.rasters/4x/packed/00/00d1.png	1.0000	narrow	0.3137	0.0000	0.8378	.rasters/4x/roomy/00/00d1.png
210	U+00D2	Ò	LATIN CAPITAL LETTER O WITH GRAVE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2593	0.0000	0.8919	.rasters/4x/packed/00/00d2.png	1.0000	narrow	0.2593	0.0000	0.8919	.rasters/4x/roomy/00/00d2.png
211	U+00D3	Ó	LATIN CAPITAL LETTER O WITH ACUTE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2593	0.0000	0.8919	.rasters/4x/packed/00/00d3.png	1.0000	narrow	0.2593	0.0000	0.8919	.rasters/4x/roomy/00/00d3.png
212	U+00D4	Ô	LATIN CAPITAL LETTER O WITH CIRCUMFLEX	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2730	0.0000	0.8919	.rasters/4x/packed/00/00d4.png	1.0000	narrow	0.2730	0.0000	0.8919	.rasters/4x/roomy/00/00d4.png
213	U+00D5	Õ	LATIN CAPITAL LETTER O WITH TILDE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2782	0.0000	0.8919	.rasters/4x/packed/00/00d5.png	1.0000	narrow	0.2782	0.0000	0.8919	.rasters/4x/roomy/00/00d5.png
214	U+00D6	Ö	LATIN CAPITAL LETTER O WITH DIAERESIS	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2798	0.0000	0.8919	.rasters/4x/packed/00/00d6.png	1.0000	narrow	0.2798	0.0000	0.8919	.rasters/4x/roomy/00/00d6.png
215	U+00D7	×	MULTIPLICATION SIGN	Sm	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1205	0.0000	0.8378	.rasters/4x/packed/00/00d7.png	1.0000	narrow	0.1205	0.0000	0.8378	.rasters/4x/roomy/00/00d7.png
216	U+00D8	Ø	LATIN CAPITAL LETTER O WITH STROKE	Lu	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.3218	0.0000	0.9189	.rasters/4x/packed/00/00d8.png	1.0000	narrow	0.3218	0.0000	0.9189	.rasters/4x/roomy/00/00d8.png
217	U+00D9	Ù	LATIN CAPITAL LETTER U WITH GRAVE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2367	0.0000	0.8378	.rasters/4x/packed/00/00d9.png	1.0000	narrow	0.2367	0.0000	0.8378	.rasters/4x/roomy/00/00d9.png
218	U+00DA	Ú	LATIN CAPITAL LETTER U WITH ACUTE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2367	0.0000	0.8378	.rasters/4x/packed/00/00da.png	1.0000	narrow	0.2367	0.0000	0.8378	.rasters/4x/roomy/00/00da.png
219	U+00DB	Û	LATIN CAPITAL LETTER U WITH CIRCUMFLEX	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2505	0.0000	0.8378	.rasters/4x/packed/00/00db.png	1.0000	narrow	0.2505	0.0000	0.8378	.rasters/4x/roomy/00/00db.png
220	U+00DC	Ü	LATIN CAPITAL LETTER U WITH DIAERESIS	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2572	0.0000	0.8378	.rasters/4x/packed/00/00dc.png	1.0000	narrow	0.2572	0.0000	0.8378	.rasters/4x/roomy/00/00dc.png
221	U+00DD	Ý	LATIN CAPITAL LETTER Y WITH ACUTE	Lu	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1888	0.0000	1.0270	.rasters/4x/packed/00/00dd.png	1.0000	narrow	0.1888	0.0000	1.0270	.rasters/4x/roomy/00/00dd.png
222	U+00DE	Þ	LATIN CAPITAL LETTER THORN	Lu	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1928	0.0000	0.8108	.rasters/4x/packed/00/00de.png	1.0000	narrow	0.1928	0.0000	0.8108	.rasters/4x/roomy/00/00de.png
223	U+00DF	ß	LATIN SMALL LETTER SHARP S	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2443	0.0000	0.8378	.rasters/4x/packed/00/00df.png	1.0000	narrow	0.2443	0.0000	0.8378	.rasters/4x/roomy/00/00df.png
224	U+00E0	à	LATIN SMALL LETTER A WITH GRAVE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2452	0.0000	0.9730	.rasters/4x/packed/00/00e0.png	1.0000	narrow	0.2452	0.0000	0.9730	.rasters/4x/roomy/00/00e0.png
225	U+00E1	á	LATIN SMALL LETTER A WITH ACUTE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2452	0.0000	0.9730	.rasters/4x/packed/00/00e1.png	1.0000	narrow	0.2452	0.0000	0.9730	.rasters/4x/roomy/00/00e1.png
226	U+00E2	â	LATIN SMALL LETTER A WITH CIRCUMFLEX	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2589	0.0000	0.9730	.rasters/4x/packed/00/00e2.png	1.0000	narrow	0.2589	0.0000	0.9730	.rasters/4x/roomy/00/00e2.png
227	U+00E3	ã	LATIN SMALL LETTER A WITH TILDE	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2641	0.0000	0.9730	.rasters/4x/packed/00/00e3.png	1.0000	narrow	0.2641	0.0000	0.9730	.rasters/4x/roomy/00/00e3.png
228	U+00E4	ä	LATIN SMALL LETTER A WITH DIAERESIS	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2657	0.0000	0.9730	.rasters/4x/packed/00/00e4.png	1.0000	narrow	0.2657	0.0000	0.9730	.rasters/4x/roomy/00/00e4.png
229	U+00E5	å	LATIN SMALL LETTER A WITH RING ABOVE	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2909	0.0000	0.9730	.rasters/4x/packed/00/00e5.png	1.0000	narrow	0.2909	0.0000	0.9730	.rasters/4x/roomy/00/00e5.png
230	U+00E6	æ	LATIN SMALL LETTER AE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2636	0.0000	1.0541	.rasters/4x/packed/00/00e6.png	1.0000	narrow	0.2636	0.0000	1.0541	.rasters/4x/roomy/00/00e6.png
231	U+00E7	ç	LATIN SMALL LETTER C WITH CEDILLA	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1938	0.0000	0.8649	.rasters/4x/packed/00/00e7.png	1.0000	narrow	0.1938	0.0000	0.8649	.rasters/4x/roomy/00/00e7.png
232	U+00E8	è	LATIN SMALL LETTER E WITH GRAVE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2355	0.0000	0.8919	.rasters/4x/packed/00/00e8.png	1.0000	narrow	0.2355	0.0000	0.8919	.rasters/4x/roomy/00/00e8.png
233	U+00E9	é	LATIN SMALL LETTER E WITH ACUTE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2355	0.0000	0.8919	.rasters/4x/packed/00/00e9.png	1.0000	narrow	0.2355	0.0000	0.8919	.rasters/4x/roomy/00/00e9.png
234	U+00EA	ê	LATIN SMALL LETTER E WITH CIRCUMFLEX	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2493	0.0000	0.8919	.rasters/4x/packed/00/00ea.png	1.0000	narrow	0.2493	0.0000	0.8919	.rasters/4x/roomy/00/00ea.png
235	U+00EB	ë	LATIN SMALL LETTER E WITH DIAERESIS	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2559	0.0000	0.8919	.rasters/4x/packed/00/00eb.png	1.0000	narrow	0.2559	0.0000	0.8919	.rasters/4x/roomy/00/00eb.png
236	U+00EC	ì	LATIN SMALL LETTER I WITH GRAVE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1545	0.0000	0.7838	.rasters/4x/packed/00/00ec.png	1.0000	narrow	0.1545	0.0000	0.7838	.rasters/4x/roomy/00/00ec.png
237	U+00ED	í	LATIN SMALL LETTER I WITH ACUTE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1545	0.0000	0.7838	.rasters/4x/packed/00/00ed.png	1.0000	narrow	0.1545	0.0000	0.7838	.rasters/4x/roomy/00/00ed.png
238	U+00EE	î	LATIN SMALL LETTER I WITH CIRCUMFLEX	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1682	0.0000	0.7838	.rasters/4x/packed/00/00ee.png	1.0000	narrow	0.1682	0.0000	0.7838	.rasters/4x/roomy/00/00ee.png
239	U+00EF	ï	LATIN SMALL LETTER I WITH DIAERESIS	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.1749	0.0000	0.7838	.rasters/4x/packed/00/00ef.png	1.0000	narrow	0.1749	0.0000	0.7838	.rasters/4x/roomy/00/00ef.png
240	U+00F0	ð	LATIN SMALL LETTER ETH	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2544	0.0000	0.8919	.rasters/4x/packed/00/00f0.png	1.0000	narrow	0.2544	0.0000	0.8919	.rasters/4x/roomy/00/00f0.png
241	U+00F1	ñ	LATIN SMALL LETTER N WITH TILDE	Ll	N	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2206	0.0000	0.8108	.rasters/4x/packed/00/00f1.png	1.0000	narrow	0.2206	0.0000	0.8108	.rasters/4x/roomy/00/00f1.png
242	U+00F2	ò	LATIN SMALL LETTER O WITH GRAVE	Ll	A	1	Latin-1 Supplement	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	1.0000	narrow	0.2123	0.0000	0.8378	.rasters/4x/packed/00/00f2.png	1.0000	narrow	0.2123	0.0000	0.8378	.rasters/4x/roomy/00/00f2.png
