block	assigned	font	covered	pct	lineage
CJK Compatibility Forms	32	PingFang TC	24	75.0	apple-cjk
CJK Compatibility Forms	32	AppleGothic	18	56.2	unknown
CJK Compatibility Forms	32	Hiragino Sans GB	27	84.4	apple-cjk
CJK Compatibility Forms	32	Athelas	10	31.2	unknown
CJK Compatibility Forms	32	.CJK Symbols Fallback HK	6	18.8	unknown
CJK Compatibility Forms	32	Heiti SC	30	93.8	apple-cjk
Small Form Variants	26	JetBrains Mono	1	3.8	embedded-ghostty
Small Form Variants	26	JetBrains Mono NoNF	1	3.8	embedded-ghostty
Small Form Variants	26	JuliaMono	25	96.2	embedded-ghostty
Small Form Variants	26	Apple Symbols	26	100.0	apple-system
Small Form Variants	26	Arial Unicode MS	26	100.0	pan-unicode-dump
Small Form Variants	26	LastResort	26	100.0	last-resort
Small Form Variants	26	Songti SC	26	100.0	apple-cjk
Small Form Variants	26	Monaspace Xenon	5	19.2	native
Small Form Variants	26	AppleGothic	2	7.7	unknown
Small Form Variants	26	Hiragino Sans GB	25	96.2	apple-cjk
Small Form Variants	26	.CJK Symbols Fallback HK	26	100.0	unknown
Small Form Variants	26	Heiti SC	26	100.0	apple-cjk
Arabic Presentation Forms-B	141	JetBrains Mono	1	0.7	embedded-ghostty
Arabic Presentation Forms-B	141	JetBrains Mono NoNF	1	0.7	embedded-ghostty
Arabic Presentation Forms-B	141	JuliaMono	1	0.7	embedded-ghostty
Arabic Presentation Forms-B	141	Apple Symbols	1	0.7	apple-system
Arabic Presentation Forms-B	141	STIX Two Math	1	0.7	math
Arabic Presentation Forms-B	141	Arial Unicode MS	140	99.3	pan-unicode-dump
Arabic Presentation Forms-B	141	LastResort	141	100.0	last-resort
Arabic Presentation Forms-B	141	Songti SC	139	98.6	apple-cjk
Arabic Presentation Forms-B	141	Geneva	1	0.7	unknown
Arabic Presentation Forms-B	141	Courier New	126	89.4	unknown
Arabic Presentation Forms-B	141	Noto Serif Myanmar	1	0.7	noto
Arabic Presentation Forms-B	141	Khmer MN	1	0.7	unknown
Arabic Presentation Forms-B	141	Noto Serif Balinese	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Tai Tham	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Javanese	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Tai Viet	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Saurashtra	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Meetei Mayek	1	0.7	noto
Arabic Presentation Forms-B	141	Sinhala Sangam MN	1	0.7	unknown
Arabic Presentation Forms-B	141	Noto Sans Sundanese	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans PhagsPa	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Lepcha	1	0.7	noto
Arabic Presentation Forms-B	141	AppleGothic	1	0.7	unknown
Arabic Presentation Forms-B	141	Noto Sans Limbu	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Batak	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Thaana	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Syloti Nagri	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Tai Le	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Buginese	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Rejang	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Tagalog	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Hanunoo	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Buhid	1	0.7	noto
Arabic Presentation Forms-B	141	Noto Sans Tagbanwa	1	0.7	noto
Arabic Presentation Forms-B	141	Grantha Sangam MN	1	0.7	unknown
Arabic Presentation Forms-B	141	Noto Sans Oriya	1	0.7	noto
Arabic Presentation Forms-B	141	Lucida Grande	1	0.7	unknown
Arabic Presentation Forms-B	141	Noto Nastaliq Urdu	1	0.7	noto
Arabic Presentation Forms-B	141	.SF Arabic	138	97.9	unknown
Arabic Presentation Forms-B	141	Gujarati Sangam MN	1	0.7	unknown
Arabic Presentation Forms-B	141	Kannada MN	1	0.7	unknown
Arabic Presentation Forms-B	141	Galvji	1	0.7	unknown
Arabic Presentation Forms-B	141	.DecoType Nastaleeq Urdu UI	1	0.7	unknown
Arabic Presentation Forms-B	141	Noto Sans Kannada	1	0.7	noto
Arabic Presentation Forms-B	141	Geeza Pro	140	99.3	unknown
Halfwidth and Fullwidth Forms	225	JetBrains Mono	2	0.9	embedded-ghostty
Halfwidth and Fullwidth Forms	225	JetBrains Mono NoNF	2	0.9	embedded-ghostty
Halfwidth and Fullwidth Forms	225	Apple Symbols	55	24.4	apple-system
Halfwidth and Fullwidth Forms	225	Arial Unicode MS	223	99.1	pan-unicode-dump
Halfwidth and Fullwidth Forms	225	LastResort	225	100.0	last-resort
Halfwidth and Fullwidth Forms	225	PingFang SC	98	43.6	apple-cjk
Halfwidth and Fullwidth Forms	225	Songti SC	100	44.4	apple-cjk
Halfwidth and Fullwidth Forms	225	Hiragino Sans	164	72.9	apple-cjk
Halfwidth and Fullwidth Forms	225	Monaspace Xenon	2	0.9	native
Halfwidth and Fullwidth Forms	225	PingFang HK	98	43.6	apple-cjk
Halfwidth and Fullwidth Forms	225	PingFang MO	98	43.6	apple-cjk
Halfwidth and Fullwidth Forms	225	PingFang TC	98	43.6	apple-cjk
Halfwidth and Fullwidth Forms	225	AppleGothic	94	41.8	unknown
Halfwidth and Fullwidth Forms	225	Hiragino Sans GB	100	44.4	apple-cjk
Halfwidth and Fullwidth Forms	225	.CJK Symbols Fallback HK	133	59.1	unknown
Halfwidth and Fullwidth Forms	225	Heiti SC	106	47.1	apple-cjk
Specials	5	JetBrains Mono	1	20.0	embedded-ghostty
Specials	5	JetBrains Mono NoNF	1	20.0	embedded-ghostty
Specials	5	JuliaMono	5	100.0	embedded-ghostty
Specials	5	Apple Symbols	5	100.0	apple-system
Specials	5	STIX Two Math	1	20.0	math
Specials	5	Arial Unicode MS	2	40.0	pan-unicode-dump
Specials	5	LastResort	5	100.0	last-resort
Specials	5	Courier New	1	20.0	unknown
Specials	5	CaskaydiaCove Nerd Font Mono	1	20.0	nerd-patch
Specials	5	Lucida Grande	1	20.0	unknown
