block	assigned	font	covered	pct	lineage
Devanagari	128	Mukta Mahee	2	1.6	unknown
Devanagari	128	Noto Sans Oriya	2	1.6	noto
Devanagari	128	Kohinoor Bangla	2	1.6	unknown
Devanagari	128	.SF Kannada	2	1.6	unknown
Devanagari	128	Kohinoor Gujarati	2	1.6	unknown
Devanagari	128	Noto Sans Kannada	4	3.1	noto
Devanagari	128	.SF Devanagari	128	100.0	unknown
Bengali	96	JuliaMono	10	10.4	embedded-ghostty
Bengali	96	Arial Unicode MS	89	92.7	pan-unicode-dump
Bengali	96	LastResort	96	100.0	last-resort
Bengali	96	Noto Sans Syloti Nagri	10	10.4	noto
Bengali	96	Kohinoor Bangla	94	97.9	unknown
Gurmukhi	80	Arial Unicode MS	75	93.8	pan-unicode-dump
Gurmukhi	80	LastResort	80	100.0	last-resort
Gurmukhi	80	Mukta Mahee	79	98.8	unknown
Gujarati	91	JetBrains Mono	1	1.1	embedded-ghostty
Gujarati	91	JetBrains Mono NoNF	1	1.1	embedded-ghostty
Gujarati	91	Arial Unicode MS	78	85.7	pan-unicode-dump
Gujarati	91	LastResort	91	100.0	last-resort
Gujarati	91	Gujarati Sangam MN	84	92.3	unknown
Gujarati	91	Kohinoor Gujarati	85	93.4	unknown
Oriya	91	Arial Unicode MS	79	86.8	pan-unicode-dump
Oriya	91	LastResort	91	100.0	last-resort
Oriya	91	Noto Sans Oriya	90	98.9	noto
Tamil	72	JuliaMono	1	1.4	embedded-ghostty
Tamil	72	Arial Unicode MS	61	84.7	pan-unicode-dump
Tamil	72	LastResort	72	100.0	last-resort
Tamil	72	Grantha Sangam MN	72	100.0	unknown
Telugu	100	Arial Unicode MS	80	80.0	pan-unicode-dump
Telugu	100	LastResort	100	100.0	last-resort
Telugu	100	Kohinoor Telugu	96	96.0	unknown
Telugu	100	.SF Telugu	100	100.0	unknown
Kannada	90	Arial Unicode MS	80	88.9	pan-unicode-dump
Kannada	90	LastResort	90	100.0	last-resort
Kannada	90	Kannada MN	88	97.8	unknown
Kannada	90	.SF Kannada	90	100.0	unknown
Kannada	90	Noto Sans Kannada	88	97.8	noto
Malayalam	118	Arial Unicode MS	78	66.1	pan-unicode-dump
Malayalam	118	LastResort	118	100.0	last-resort
Malayalam	118	.SF Malayalam	118	100.0	unknown
Sinhala	91	LastResort	91	100.0	last-resort
Sinhala	91	Sinhala Sangam MN	80	87.9	unknown
Thai	87	JuliaMono	1	1.1	embedded-ghostty
Thai	87	Lilex	1	1.1	embedded-ghostty
Thai	87	Arial Unicode MS	87	100.0	pan-unicode-dump
Thai	87	LastResort	87	100.0	last-resort
Thai	87	Monaspace Xenon	1	1.1	native
Thai	87	CaskaydiaCove Nerd Font Mono	1	1.1	nerd-patch
Thai	87	Sukhumvit Set	87	100.0	unknown
Lao	82	Arial Unicode MS	65	79.3	pan-unicode-dump
Lao	82	LastResort	82	100.0	last-resort
Tibetan	211	JuliaMono	7	3.3	embedded-ghostty
Tibetan	211	Arial Unicode MS	168	79.6	pan-unicode-dump
Tibetan	211	LastResort	211	100.0	last-resort
Tibetan	211	Songti SC	205	97.2	apple-cjk
Tibetan	211	Kokonor	211	100.0	unknown
Myanmar	160	LastResort	160	100.0	last-resort
Myanmar	160	Noto Serif Myanmar	160	100.0	noto
Myanmar	160	Noto Sans Tai Le	10	6.2	noto
Georgian	88	JuliaMono	88	100.0	embedded-ghostty
Georgian	88	Arial Unicode MS	78	88.6	pan-unicode-dump
Georgian	88	LastResort	88	100.0	last-resort
Hangul Jamo	256	Arial Unicode MS	240	93.8	pan-unicode-dump
Hangul Jamo	256	LastResort	256	100.0	last-resort
Hangul Jamo	256	AppleGothic	69	27.0	unknown
Ethiopic	358	LastResort	358	100.0	last-resort
Ethiopic	358	Kefa III	358	100.0	unknown
Ethiopic Supplement	26	LastResort	26	100.0	last-resort
Ethiopic Supplement	26	Kefa III	26	100.0	unknown
Cherokee	92	LastResort	92	100.0	last-resort
Cherokee	92	Geneva	90	97.8	unknown
Cherokee	92	Galvji	92	100.0	unknown
Unified Canadian Aboriginal Syllabics	640	JuliaMono	640	100.0	embedded-ghostty
Unified Canadian Aboriginal Syllabics	640	LastResort	640	100.0	last-resort
Ogham	29	JuliaMono	29	100.0	embedded-ghostty
Ogham	29	Apple Symbols	29	100.0	apple-system
Ogham	29	LastResort	29	100.0	last-resort
Ogham	29	Geneva	29	100.0	unknown
Runic	89	JuliaMono	89	100.0	embedded-ghostty
Runic	89	Apple Symbols	81	91.0	apple-system
Runic	89	LastResort	89	100.0	last-resort
Runic	89	Geneva	81	91.0	unknown
Tagalog	23	LastResort	23	100.0	last-resort
Tagalog	23	Noto Sans Tagalog	23	100.0	noto
Hanunoo	23	LastResort	23	100.0	last-resort
Hanunoo	23	Noto Sans Tagalog	2	8.7	noto
Hanunoo	23	Noto Sans Hanunoo	23	100.0	noto
Hanunoo	23	Noto Sans Buhid	2	8.7	noto
Hanunoo	23	Noto Sans Tagbanwa	2	8.7	noto
Buhid	20	LastResort	20	100.0	last-resort
Buhid	20	Noto Sans Buhid	20	100.0	noto
Tagbanwa	18	LastResort	18	100.0	last-resort
Tagbanwa	18	Noto Sans Tagbanwa	18	100.0	noto
Khmer	114	LastResort	114	100.0	last-resort
Khmer	114	Khmer MN	114	100.0	unknown
Mongolian	158	LastResort	158	100.0	last-resort
Mongolian	158	Songti SC	158	100.0	apple-cjk
Mongolian	158	Noto Sans PhagsPa	4	2.5	noto
Mongolian	158	Heiti SC	151	95.6	apple-cjk
Unified Canadian Aboriginal Syllabics Extended	70	JuliaMono	70	100.0	embedded-ghostty
Unified Canadian Aboriginal Syllabics Extended	70	LastResort	70	100.0	last-resort
Limbu	68	LastResort	68	100.0	last-resort
Limbu	68	Noto Sans Limbu	68	100.0	noto
Tai Le	35	LastResort	35	100.0	last-resort
Tai Le	35	Noto Sans Tai Le	35	100.0	noto
New Tai Lue	83	LastResort	83	100.0	last-resort
New Tai Lue	83	Noto Sans New Tai Lue	83	100.0	noto
Khmer Symbols	32	LastResort	32	100.0	last-resort
Khmer Symbols	32	Khmer MN	32	100.0	unknown
Buginese	30	LastResort	30	100.0	last-resort
Buginese	30	Noto Sans Buginese	30	100.0	noto
Tai Tham	127	LastResort	127	100.0	last-resort
Tai Tham	127	Noto Sans Tai Tham	127	100.0	noto
Combining Diacritical Marks Extended	31	JuliaMono	16	51.6	embedded-ghostty
Combining Diacritical Marks Extended	31	LastResort	31	100.0	last-resort
Balinese	124	LastResort	124	100.0	last-resort
Balinese	124	Noto Serif Balinese	121	97.6	noto
Sundanese	64	LastResort	64	100.0	last-resort
Sundanese	64	Noto Sans Sundanese	64	100.0	noto
Batak	56	LastResort	56	100.0	last-resort
Batak	56	Noto Sans Batak	56	100.0	noto
Lepcha	74	LastResort	74	100.0	last-resort
Lepcha	74	Noto Sans Lepcha	74	100.0	noto
Ol Chiki	48	LastResort	48	100.0	last-resort
Ol Chiki	48	Noto Sans Ol Chiki	48	100.0	noto
Cyrillic Extended-C	9	JuliaMono	9	100.0	embedded-ghostty
Cyrillic Extended-C	9	LastResort	9	100.0	last-resort
Georgian Extended	46	JuliaMono	46	100.0	embedded-ghostty
Georgian Extended	46	LastResort	46	100.0	last-resort
Sundanese Supplement	8	LastResort	8	100.0	last-resort
Sundanese Supplement	8	Noto Sans Sundanese	8	100.0	noto
Vedic Extensions	43	LastResort	43	100.0	last-resort
Vedic Extensions	43	Grantha Sangam MN	8	18.6	unknown
Vedic Extensions	43	Noto Sans Kannada	2	4.7	noto
Phonetic Extensions	128	JuliaMono	128	100.0	embedded-ghostty
Phonetic Extensions	128	STIX Two Math	3	2.3	math
Phonetic Extensions	128	LastResort	128	100.0	last-resort
Phonetic Extensions	128	Monaspace Xenon	45	35.2	native
Phonetic Extensions	128	Geneva	123	96.1	unknown
Phonetic Extensions	128	Courier New	128	100.0	unknown
Phonetic Extensions	128	CaskaydiaCove Nerd Font Mono	1	0.8	nerd-patch
Phonetic Extensions	128	Superclarendon	128	100.0	unknown
Phonetic Extensions	128	Lucida Grande	108	84.4	unknown
Phonetic Extensions Supplement	64	JuliaMono	64	100.0	embedded-ghostty
Phonetic Extensions Supplement	64	STIX Two Math	9	14.1	math
Phonetic Extensions Supplement	64	LastResort	64	100.0	last-resort
Phonetic Extensions Supplement	64	Monaspace Xenon	3	4.7	native
Phonetic Extensions Supplement	64	Geneva	60	93.8	unknown
Phonetic Extensions Supplement	64	Courier New	64	100.0	unknown
Phonetic Extensions Supplement	64	CaskaydiaCove Nerd Font Mono	2	3.1	nerd-patch
Phonetic Extensions Supplement	64	Superclarendon	64	100.0	unknown
Combining Diacritical Marks Supplement	64	JuliaMono	58	90.6	embedded-ghostty
Combining Diacritical Marks Supplement	64	LastResort	64	100.0	last-resort
Combining Diacritical Marks Supplement	64	Geneva	35	54.7	unknown
Combining Diacritical Marks Supplement	64	Courier New	4	6.2	unknown
Combining Diacritical Marks Supplement	64	Noto Sans Coptic	1	1.6	noto
Combining Diacritical Marks Supplement	64	Galvji	2	3.1	unknown
Latin Extended Additional	256	JetBrains Mono	97	37.9	embedded-ghostty
Latin Extended Additional	256	JetBrains Mono NoNF	97	37.9	embedded-ghostty
Latin Extended Additional	256	JuliaMono	256	100.0	embedded-ghostty
Latin Extended Additional	256	Lilex	97	37.9	embedded-ghostty
Latin Extended Additional	256	Monaspace Neon	22	8.6	embedded-ghostty
Latin Extended Additional	256	STIX Two Math	250	97.7	math
Latin Extended Additional	256	Arial Unicode MS	246	96.1	pan-unicode-dump
Latin Extended Additional	256	LastResort	256	100.0	last-resort
Latin Extended Additional	256	Songti SC	9	3.5	apple-cjk
Latin Extended Additional	256	VictorMono NFM SemiBold	97	37.9	nerd-patch
Latin Extended Additional	256	Monaspace Xenon	99	38.7	native
Latin Extended Additional	256	VictorMono Nerd Font Mono	97	37.9	nerd-patch
Latin Extended Additional	256	Kefa III	111	43.4	unknown
Latin Extended Additional	256	Geneva	256	100.0	unknown
Latin Extended Additional	256	Courier New	245	95.7	unknown
Latin Extended Additional	256	CaskaydiaCove Nerd Font Mono	119	46.5	nerd-patch
Latin Extended Additional	256	Kohinoor Devanagari	8	3.1	unknown
Latin Extended Additional	256	AppleGothic	130	50.8	unknown
Latin Extended Additional	256	Hiragino Sans GB	1	0.4	apple-cjk
Latin Extended Additional	256	Grantha Sangam MN	111	43.4	unknown
Latin Extended Additional	256	Kohinoor Telugu	8	3.1	unknown
Latin Extended Additional	256	Mukta Mahee	40	15.6	unknown
Latin Extended Additional	256	Athelas	225	87.9	unknown
Latin Extended Additional	256	Superclarendon	90	35.2	unknown
Latin Extended Additional	256	Lucida Grande	246	96.1	unknown
Latin Extended Additional	256	Kohinoor Bangla	8	3.1	unknown
Latin Extended Additional	256	Galvji	1	0.4	unknown
Latin Extended Additional	256	Heiti SC	246	96.1	apple-cjk
Greek Extended	233	JuliaMono	233	100.0	embedded-ghostty
Greek Extended	233	Apple Symbols	14	6.0	apple-system
Greek Extended	233	Arial Unicode MS	233	100.0	pan-unicode-dump
Greek Extended	233	LastResort	233	100.0	last-resort
Greek Extended	233	Songti SC	3	1.3	apple-cjk
Greek Extended	233	Geneva	233	100.0	unknown
Greek Extended	233	Courier New	233	100.0	unknown
Greek Extended	233	AppleGothic	9	3.9	unknown
Greek Extended	233	Athelas	233	100.0	unknown
Greek Extended	233	Superclarendon	233	100.0	unknown
Greek Extended	233	Lucida Grande	233	100.0	unknown
General Punctuation	111	JetBrains Mono	36	32.4	embedded-ghostty
General Punctuation	111	JetBrains Mono NoNF	36	32.4	embedded-ghostty
General Punctuation	111	JuliaMono	109	98.2	embedded-ghostty
General Punctuation	111	Lilex	22	19.8	embedded-ghostty
General Punctuation	111	Monaspace Neon	21	18.9	embedded-ghostty
General Punctuation	111	Apple Symbols	106	95.5	apple-system
General Punctuation	111	STIX Two Math	71	64.0	math
General Punctuation	111	Arial Unicode MS	65	58.6	pan-unicode-dump
General Punctuation	111	LastResort	111	100.0	last-resort
General Punctuation	111	Apple Color Emoji	5	4.5	apple-system
General Punctuation	111	PingFang SC	13	11.7	apple-cjk
General Punctuation	111	Songti SC	32	28.8	apple-cjk
General Punctuation	111	Hiragino Sans	32	28.8	apple-cjk
General Punctuation	111	VictorMono NFM SemiBold	22	19.8	nerd-patch
General Punctuation	111	Monaspace Xenon	47	42.3	native
General Punctuation	111	VictorMono Nerd Font Mono	22	19.8	nerd-patch
General Punctuation	111	PingFang HK	13	11.7	apple-cjk
General Punctuation	111	Kefa III	21	18.9	unknown
General Punctuation	111	Noto Sans Vai	2	1.8	noto
General Punctuation	111	PingFang MO	13	11.7	apple-cjk
General Punctuation	111	Geneva	107	96.4	unknown
General Punctuation	111	Courier New	36	32.4	unknown
General Punctuation	111	CaskaydiaCove Nerd Font Mono	29	26.1	nerd-patch
General Punctuation	111	Noto Serif Myanmar	11	9.9	noto
General Punctuation	111	Noto Sans Coptic	4	3.6	noto
General Punctuation	111	Khmer MN	14	12.6	unknown
General Punctuation	111	.SF Malayalam	4	3.6	unknown
General Punctuation	111	Noto Sans Glagolitic	2	1.8	noto
General Punctuation	111	Noto Serif Balinese	6	5.4	noto
General Punctuation	111	Noto Sans Tai Tham	6	5.4	noto
General Punctuation	111	Noto Sans Bamum	2	1.8	noto
General Punctuation	111	Noto Sans New Tai Lue	4	3.6	noto
General Punctuation	111	Noto Sans Javanese	6	5.4	noto
General Punctuation	111	Kohinoor Devanagari	22	19.8	unknown
General Punctuation	111	Noto Sans Cham	6	5.4	noto
General Punctuation	111	Noto Sans Tai Viet	6	5.4	noto
General Punctuation	111	Noto Sans Saurashtra	6	5.4	noto
General Punctuation	111	Noto Sans Meetei Mayek	6	5.4	noto
General Punctuation	111	Sinhala Sangam MN	15	13.5	unknown
General Punctuation	111	PingFang TC	13	11.7	apple-cjk
General Punctuation	111	Noto Sans Sundanese	8	7.2	noto
General Punctuation	111	Noto Sans PhagsPa	10	9.0	noto
General Punctuation	111	Noto Sans Lepcha	6	5.4	noto
General Punctuation	111	Noto Sans NKo	6	5.4	noto
General Punctuation	111	AppleGothic	39	35.1	unknown
General Punctuation	111	Noto Sans Ol Chiki	2	1.8	noto
General Punctuation	111	Noto Sans Syriac	10	9.0	noto
General Punctuation	111	Noto Sans Limbu	6	5.4	noto
General Punctuation	111	Noto Sans Batak	6	5.4	noto
General Punctuation	111	Noto Sans Samaritan	2	1.8	noto
General Punctuation	111	Noto Sans Kayah Li	6	5.4	noto
General Punctuation	111	Noto Sans Thaana	12	10.8	noto
General Punctuation	111	Noto Sans Syloti Nagri	9	8.1	noto
General Punctuation	111	Noto Sans Tai Le	6	5.4	noto
General Punctuation	111	Hiragino Sans GB	22	19.8	apple-cjk
General Punctuation	111	Noto Sans Mandaic	4	3.6	noto
General Punctuation	111	Symbol	7	6.3	unknown
General Punctuation	111	Noto Sans Buginese	6	5.4	noto
General Punctuation	111	Noto Sans Rejang	6	5.4	noto
General Punctuation	111	Noto Sans Tagalog	6	5.4	noto
General Punctuation	111	Noto Sans Hanunoo	6	5.4	noto
General Punctuation	111	Noto Sans Buhid	6	5.4	noto
General Punctuation	111	Noto Sans Tagbanwa	6	5.4	noto
General Punctuation	111	Grantha Sangam MN	25	22.5	unknown
General Punctuation	111	Kohinoor Telugu	22	19.8	unknown
General Punctuation	111	Mukta Mahee	22	19.8	unknown
General Punctuation	111	Athelas	20	18.0	unknown
General Punctuation	111	Superclarendon	20	18.0	unknown
General Punctuation	111	Noto Sans Oriya	15	13.5	noto
General Punctuation	111	Lucida Grande	87	78.4	unknown
General Punctuation	111	Noto Nastaliq Urdu	18	16.2	noto
General Punctuation	111	.SF Arabic	12	10.8	unknown
General Punctuation	111	Kohinoor Bangla	22	19.8	unknown
General Punctuation	111	Gujarati Sangam MN	15	13.5	unknown
General Punctuation	111	Kannada MN	15	13.5	unknown
General Punctuation	111	.CJK Symbols Fallback HK	11	9.9	unknown
General Punctuation	111	Kokonor	4	3.6	unknown
General Punctuation	111	Sukhumvit Set	20	18.0	unknown
General Punctuation	111	.SF Telugu	4	3.6	unknown
General Punctuation	111	.SF Kannada	4	3.6	unknown
General Punctuation	111	Galvji	41	36.9	unknown
General Punctuation	111	.DecoType Nastaleeq Urdu UI	23	20.7	unknown
General Punctuation	111	Kohinoor Gujarati	18	16.2	unknown
General Punctuation	111	Noto Sans Kannada	15	13.5	noto
General Punctuation	111	Heiti SC	33	29.7	apple-cjk
General Punctuation	111	.SF Devanagari	4	3.6	unknown
General Punctuation	111	Geeza Pro	5	4.5	unknown
Superscripts and Subscripts	42	JetBrains Mono	19	45.2	embedded-ghostty
Superscripts and Subscripts	42	JetBrains Mono NoNF	19	45.2	embedded-ghostty
Superscripts and Subscripts	42	JuliaMono	42	100.0	embedded-ghostty
Superscripts and Subscripts	42	Lilex	17	40.5	embedded-ghostty
Superscripts and Subscripts	42	Monaspace Neon	17	40.5	embedded-ghostty
Superscripts and Subscripts	42	Apple Symbols	29	69.0	apple-system
Superscripts and Subscripts	42	STIX Two Math	29	69.0	math
Superscripts and Subscripts	42	Arial Unicode MS	28	66.7	pan-unicode-dump
Superscripts and Subscripts	42	LastResort	42	100.0	last-resort
Superscripts and Subscripts	42	Songti SC	18	42.9	apple-cjk
Superscripts and Subscripts	42	VictorMono NFM SemiBold	42	100.0	nerd-patch
Superscripts and Subscripts	42	Monaspace Xenon	42	100.0	native
Superscripts and Subscripts	42	VictorMono Nerd Font Mono	42	100.0	nerd-patch
Superscripts and Subscripts	42	Kefa III	17	40.5	unknown
Superscripts and Subscripts	42	Geneva	34	81.0	unknown
Superscripts and Subscripts	42	Courier New	6	14.3	unknown
Superscripts and Subscripts	42	CaskaydiaCove Nerd Font Mono	18	42.9	nerd-patch
Superscripts and Subscripts	42	Kohinoor Devanagari	1	2.4	unknown
Superscripts and Subscripts	42	AppleGothic	11	26.2	unknown
Superscripts and Subscripts	42	Kohinoor Telugu	1	2.4	unknown
Superscripts and Subscripts	42	Mukta Mahee	21	50.0	unknown
Superscripts and Subscripts	42	Athelas	24	57.1	unknown
Superscripts and Subscripts	42	Lucida Grande	29	69.0	unknown
Superscripts and Subscripts	42	Kohinoor Bangla	1	2.4	unknown
Superscripts and Subscripts	42	Heiti SC	5	11.9	apple-cjk
Currency Symbols	33	JetBrains Mono	6	18.2	embedded-ghostty
Currency Symbols	33	JetBrains Mono NoNF	6	18.2	embedded-ghostty
Currency Symbols	33	JuliaMono	32	97.0	embedded-ghostty
Currency Symbols	33	Lilex	17	51.5	embedded-ghostty
Currency Symbols	33	Monaspace Neon	7	21.2	embedded-ghostty
Currency Symbols	33	Apple Symbols	22	66.7	apple-system
Currency Symbols	33	STIX Two Math	8	24.2	math
Currency Symbols	33	Arial Unicode MS	13	39.4	pan-unicode-dump
Currency Symbols	33	LastResort	33	100.0	last-resort
Currency Symbols	33	Songti SC	7	21.2	apple-cjk
Currency Symbols	33	Hiragino Sans	1	3.0	apple-cjk
Currency Symbols	33	VictorMono NFM SemiBold	3	9.1	nerd-patch
Currency Symbols	33	Monaspace Xenon	20	60.6	native
Currency Symbols	33	VictorMono Nerd Font Mono	3	9.1	nerd-patch
Currency Symbols	33	Kefa III	15	45.5	unknown
Currency Symbols	33	Geneva	23	69.7	unknown
Currency Symbols	33	Courier New	22	66.7	unknown
Currency Symbols	33	CaskaydiaCove Nerd Font Mono	24	72.7	nerd-patch
Currency Symbols	33	Kohinoor Devanagari	3	9.1	unknown
Currency Symbols	33	Sinhala Sangam MN	1	3.0	unknown
Currency Symbols	33	AppleGothic	1	3.0	unknown
Currency Symbols	33	Hiragino Sans GB	1	3.0	apple-cjk
Currency Symbols	33	Symbol	1	3.0	unknown
Currency Symbols	33	Grantha Sangam MN	3	9.1	unknown
Currency Symbols	33	Kohinoor Telugu	2	6.1	unknown
Currency Symbols	33	Mukta Mahee	3	9.1	unknown
Currency Symbols	33	Athelas	1	3.0	unknown
Currency Symbols	33	Superclarendon	2	6.1	unknown
Currency Symbols	33	Noto Sans Oriya	1	3.0	noto
Currency Symbols	33	Lucida Grande	18	54.5	unknown
Currency Symbols	33	Kohinoor Bangla	2	6.1	unknown
Currency Symbols	33	Gujarati Sangam MN	1	3.0	unknown
Currency Symbols	33	Kannada MN	1	3.0	unknown
Currency Symbols	33	Sukhumvit Set	1	3.0	unknown
Currency Symbols	33	Galvji	1	3.0	unknown
Currency Symbols	33	Kohinoor Gujarati	2	6.1	unknown
Currency Symbols	33	Noto Sans Kannada	1	3.0	noto
Currency Symbols	33	Heiti SC	6	18.2	apple-cjk
Combining Diacritical Marks for Symbols	33	JuliaMono	33	100.0	embedded-ghostty
Combining Diacritical Marks for Symbols	33	STIX Two Math	30	90.9	math
Combining Diacritical Marks for Symbols	33	Arial Unicode MS	18	54.5	pan-unicode-dump
Combining Diacritical Marks for Symbols	33	LastResort	33	100.0	last-resort
Combining Diacritical Marks for Symbols	33	Apple Color Emoji	1	3.0	apple-system
Combining Diacritical Marks for Symbols	33	Geneva	1	3.0	unknown
Combining Diacritical Marks for Symbols	33	AppleGothic	5	15.2	unknown
Combining Diacritical Marks for Symbols	33	Grantha Sangam MN	1	3.0	unknown
Combining Diacritical Marks for Symbols	33	Lucida Grande	2	6.1	unknown
Letterlike Symbols	80	JetBrains Mono	12	15.0	embedded-ghostty
Letterlike Symbols	80	JetBrains Mono NoNF	12	15.0	embedded-ghostty
Letterlike Symbols	80	JuliaMono	80	100.0	embedded-ghostty
Letterlike Symbols	80	Lilex	5	6.2	embedded-ghostty
Letterlike Symbols	80	Monaspace Neon	4	5.0	embedded-ghostty
Letterlike Symbols	80	Apple Symbols	77	96.2	apple-system
Letterlike Symbols	80	STIX Two Math	80	100.0	math
Letterlike Symbols	80	Arial Unicode MS	57	71.2	pan-unicode-dump
Letterlike Symbols	80	LastResort	80	100.0	last-resort
Letterlike Symbols	80	Apple Color Emoji	2	2.5	apple-system
Letterlike Symbols	80	Songti SC	11	13.8	apple-cjk
Letterlike Symbols	80	Hiragino Sans	9	11.2	apple-cjk
Letterlike Symbols	80	VictorMono NFM SemiBold	1	1.2	nerd-patch
Letterlike Symbols	80	Monaspace Xenon	34	42.5	native
Letterlike Symbols	80	VictorMono Nerd Font Mono	1	1.2	nerd-patch
Letterlike Symbols	80	Kefa III	5	6.2	unknown
Letterlike Symbols	80	Geneva	38	47.5	unknown
Letterlike Symbols	80	Courier New	6	7.5	unknown
Letterlike Symbols	80	CaskaydiaCove Nerd Font Mono	8	10.0	nerd-patch
Letterlike Symbols	80	Kohinoor Devanagari	3	3.8	unknown
Letterlike Symbols	80	AppleGothic	9	11.2	unknown
Letterlike Symbols	80	Hiragino Sans GB	6	7.5	apple-cjk
Letterlike Symbols	80	Symbol	6	7.5	unknown
Letterlike Symbols	80	Grantha Sangam MN	3	3.8	unknown
Letterlike Symbols	80	Kohinoor Telugu	3	3.8	unknown
Letterlike Symbols	80	Mukta Mahee	5	6.2	unknown
Letterlike Symbols	80	Athelas	6	7.5	unknown
Letterlike Symbols	80	Superclarendon	3	3.8	unknown
Letterlike Symbols	80	Lucida Grande	31	38.8	unknown
Letterlike Symbols	80	Kohinoor Bangla	3	3.8	unknown
Letterlike Symbols	80	.CJK Symbols Fallback HK	3	3.8	unknown
Letterlike Symbols	80	Sukhumvit Set	4	5.0	unknown
Letterlike Symbols	80	Galvji	1	1.2	unknown
Letterlike Symbols	80	Kohinoor Gujarati	1	1.2	unknown
Letterlike Symbols	80	Heiti SC	11	13.8	apple-cjk
Number Forms	60	JetBrains Mono	2	3.3	embedded-ghostty
Number Forms	60	JetBrains Mono NoNF	2	3.3	embedded-ghostty
Number Forms	60	JuliaMono	60	100.0	embedded-ghostty
Number Forms	60	Lilex	14	23.3	embedded-ghostty
Number Forms	60	Monaspace Neon	6	10.0	embedded-ghostty
Number Forms	60	STIX Two Math	12	20.0	math
Number Forms	60	Arial Unicode MS	48	80.0	pan-unicode-dump
Number Forms	60	LastResort	60	100.0	last-resort
Number Forms	60	Songti SC	28	46.7	apple-cjk
Number Forms	60	Hiragino Sans	25	41.7	apple-cjk
Number Forms	60	VictorMono NFM SemiBold	17	28.3	nerd-patch
Number Forms	60	Monaspace Xenon	17	28.3	native
Number Forms	60	VictorMono Nerd Font Mono	17	28.3	nerd-patch
Number Forms	60	Kefa III	12	20.0	unknown
Number Forms	60	Geneva	52	86.7	unknown
Number Forms	60	Courier New	6	10.0	unknown
Number Forms	60	CaskaydiaCove Nerd Font Mono	4	6.7	nerd-patch
Number Forms	60	AppleGothic	38	63.3	unknown
Number Forms	60	Hiragino Sans GB	22	36.7	apple-cjk
Number Forms	60	Athelas	38	63.3	unknown
Number Forms	60	Superclarendon	6	10.0	unknown
Number Forms	60	Lucida Grande	49	81.7	unknown
Number Forms	60	Heiti SC	36	60.0	apple-cjk
Arrows	112	JetBrains Mono	35	31.2	embedded-ghostty
Arrows	112	JetBrains Mono NoNF	35	31.2	embedded-ghostty
Arrows	112	JuliaMono	112	100.0	embedded-ghostty
Arrows	112	Lilex	22	19.6	embedded-ghostty
Arrows	112	Monaspace Neon	16	14.3	embedded-ghostty
Arrows	112	Apple Symbols	112	100.0	apple-system
Arrows	112	STIX Two Math	103	92.0	math
Arrows	112	Arial Unicode MS	91	81.2	pan-unicode-dump
Arrows	112	LastResort	112	100.0	last-resort
Arrows	112	Apple Color Emoji	8	7.1	apple-system
Arrows	112	Songti SC	11	9.8	apple-cjk
Arrows	112	Hiragino Sans	14	12.5	apple-cjk
Arrows	112	VictorMono NFM SemiBold	101	90.2	nerd-patch
Arrows	112	Monaspace Xenon	70	62.5	native
Arrows	112	VictorMono Nerd Font Mono	101	90.2	nerd-patch
Arrows	112	Kefa III	10	8.9	unknown
Arrows	112	Courier New	7	6.2	unknown
Arrows	112	CaskaydiaCove Nerd Font Mono	10	8.9	nerd-patch
Arrows	112	AppleGothic	34	30.4	unknown
Arrows	112	Hiragino Sans GB	8	7.1	apple-cjk
Arrows	112	Symbol	11	9.8	unknown
Arrows	112	Lucida Grande	20	17.9	unknown
Arrows	112	.CJK Symbols Fallback HK	6	5.4	unknown
Arrows	112	Heiti SC	11	9.8	apple-cjk
Mathematical Operators	256	JetBrains Mono	119	46.5	embedded-ghostty
Mathematical Operators	256	JetBrains Mono NoNF	119	46.5	embedded-ghostty
Mathematical Operators	256	JuliaMono	256	100.0	embedded-ghostty
Mathematical Operators	256	Lilex	13	5.1	embedded-ghostty
Mathematical Operators	256	Monaspace Neon	25	9.8	embedded-ghostty
Mathematical Operators	256	Apple Symbols	256	100.0	apple-system
Mathematical Operators	256	STIX Two Math	256	100.0	math
Mathematical Operators	256	Arial Unicode MS	242	94.5	pan-unicode-dump
Mathematical Operators	256	LastResort	256	100.0	last-resort
Mathematical Operators	256	PingFang SC	1	0.4	apple-cjk
Mathematical Operators	256	Songti SC	45	17.6	apple-cjk
Mathematical Operators	256	Hiragino Sans	39	15.2	apple-cjk
Mathematical Operators	256	VictorMono NFM SemiBold	28	10.9	nerd-patch
Mathematical Operators	256	Monaspace Xenon	211	82.4	native
Mathematical Operators	256	VictorMono Nerd Font Mono	28	10.9	nerd-patch
Mathematical Operators	256	PingFang HK	1	0.4	apple-cjk
Mathematical Operators	256	Kefa III	14	5.5	unknown
Mathematical Operators	256	PingFang MO	1	0.4	apple-cjk
Mathematical Operators	256	Geneva	37	14.5	unknown
Mathematical Operators	256	Courier New	17	6.6	unknown
Mathematical Operators	256	CaskaydiaCove Nerd Font Mono	20	7.8	nerd-patch
Mathematical Operators	256	Khmer MN	1	0.4	unknown
Mathematical Operators	256	Noto Sans Tai Tham	1	0.4	noto
Mathematical Operators	256	Kohinoor Devanagari	14	5.5	unknown
Mathematical Operators	256	Sinhala Sangam MN	1	0.4	unknown
